latitude,longitude,area_1990,area_2000,area_2020,area_change_km2,annual_area_change_km2_per_year
35.94613861111111,73.63261777777777,0.0171,0.0171,0.0171,0.0,0.0
35.950003611111114,73.92411416666667,0.0135,0.0135,0.0135,0.0,0.0
35.94896027777777,73.75740194444444,0.0099,0.0099,0.0099,0.0,0.0
35.9465125,73.4196775,0.0108,0.0108,0.0108,0.0,0.0
35.94971194444444,73.58321305555555,0.0387,0.0387,0.0387,0.0,0.0
35.95255055555556,73.72003000000001,0.0099,0.0099,0.0099,0.0,0.0
35.95109916666667,73.5207761111111,0.0324,0.0324,0.0324,0.0,0.0
35.95017083333334,73.34989499999999,0.0189,0.0189,0.0189,0.0,0.0
35.94736694444444,73.09263944444444,0.0135,0.0135,0.0135,0.0,0.0
35.95567555555556,73.58274333333333,0.036,0.036,0.036,0.0,0.0
36.17108083333333,73.38186916666666,0.0378,0.0378,0.0378,0.0,0.0
35.92441833333333,74.00885805555555,0.0324,0.0324,0.0324,0.0,0.0
35.92076083333333,73.58006999999999,0.0558,0.0558,0.0558,0.0,0.0
35.908034444444446,72.72466888888889,0.0108,0.0108,0.0108,0.0,0.0
35.92450722222222,73.47914666666667,0.0612,0.0612,0.0612,0.0,0.0
36.17567222222222,73.38885250000001,0.0135,0.0135,0.0135,0.0,0.0
36.21868444444445,73.183625,0.0126,0.0126,0.0126,0.0,0.0
35.930841944444445,73.98868666666667,0.0261,0.0261,0.0261,0.0,0.0
35.92522944444444,73.34203555555555,0.0963,0.0963,0.0963,0.0,0.0
35.932226944444444,74.00372583333333,0.0117,0.0117,0.0117,0.0,0.0
35.93464583333333,73.28956,0.0576,0.0576,0.0576,0.0,0.0
35.93022583333333,72.9294938888889,0.0594,0.0594,0.0594,0.0,0.0
35.93637611111111,73.26827361111111,0.0918,0.0918,0.0918,0.0,0.0
35.934131666666666,73.1565425,0.018,0.018,0.018,0.0,0.0
35.940958055555555,73.63244472222222,0.009,0.009,0.009,0.0,0.0
35.93541027777778,73.17265194444445,0.0216,0.0216,0.0216,0.0,0.0
35.944742777777776,73.99641777777778,0.0054,0.0054,0.0054,0.0,0.0
35.80358972222222,73.20967027777778,0.0189,0.0189,0.0189,0.0,0.0
35.81189916666666,73.16048500000001,0.018,0.018,0.018,0.0,0.0
35.81798694444445,73.296435,0.1413,0.1413,0.1413,0.0,0.0
35.813740555555555,73.18375583333334,0.0315,0.0315,0.0315,0.0,0.0
35.81231777777778,73.02862638888888,0.0252,0.0252,0.0252,0.0,0.0
35.80909083333333,72.80105527777778,0.0477,0.0477,0.0477,0.0,0.0
35.82755305555556,74.08601055555555,0.0234,0.0234,0.0234,0.0,0.0
35.916725,73.99201583333334,0.0963,0.0963,0.0963,0.0,0.0
35.91693305555555,73.9451213888889,0.0972,0.0972,0.0972,0.0,0.0
35.91261166666666,73.48001555555555,0.0585,0.0585,0.0585,0.0,0.0
35.90886944444444,73.25619083333333,0.0099,0.0099,0.0099,0.0,0.0
35.91204472222222,73.38019222222222,0.0378,0.0378,0.0378,0.0,0.0
35.91786833333333,73.37084722222221,0.1134,0.1134,0.1134,0.0,0.0
35.91589138888889,73.35621166666667,0.0504,0.0504,0.0504,0.0,0.0
35.917923333333334,73.54262694444444,0.0351,0.0351,0.0351,0.0,0.0
35.91866777777778,73.62081722222221,0.0072,0.0072,0.0072,0.0,0.0
35.12005833333333,73.81235416666667,0.0072,0.0072,0.0072,0.0,0.0
35.12659722222222,73.93874111111111,0.0153,0.0153,0.0153,0.0,0.0
35.12817166666667,73.81125861111111,0.0333,0.0333,0.0333,0.0,0.0
35.95731388888889,73.72676138888889,0.0144,0.0144,0.0144,0.0,0.0
35.771902222222224,73.7641663888889,0.0117,0.0117,0.0117,0.0,0.0
35.78966388888889,73.80334333333333,0.0081,0.0081,0.0081,0.0,0.0
35.8068525,73.81267277777778,0.0072,0.0072,0.0072,0.0,0.0
35.82483583333334,73.7753338888889,0.0108,0.0108,0.0108,0.0,0.0
35.83005333333334,73.78978416666666,0.009,0.009,0.009,0.0,0.0
35.990830555555554,73.89196583333334,0.009,0.009,0.009,0.0,0.0
36.000909444444446,73.88603305555556,0.0117,0.0117,0.0117,0.0,0.0
35.97045694444444,73.89381111111112,0.0099,0.0099,0.0099,0.0,0.0
35.96857444444445,73.93166972222222,0.0225,0.0225,0.0225,0.0,0.0
35.801292222222216,73.08565388888888,0.1548,0.1548,0.1548,0.0,0.0
35.80076805555555,73.07641888888888,0.0252,0.0252,0.0252,0.0,0.0
35.799303055555555,73.02951722222222,0.0153,0.0153,0.0153,0.0,0.0
35.08331833333334,73.66731555555556,0.0054,0.0054,0.0054,0.0,0.0
35.08856277777778,73.84487555555555,0.0234,0.0234,0.0234,0.0,0.0
35.08327805555556,73.317045,0.0513,0.0513,0.0513,0.0,0.0
35.09175194444445,74.14804666666667,0.0216,0.0216,0.0216,0.0,0.0
35.08821777777778,73.67195277777778,0.0297,0.0297,0.0297,0.0,0.0
35.088302500000005,73.29161194444444,0.3528,0.3528,0.3528,0.0,0.0
35.09370444444445,74.178465,0.0414,0.0414,0.0414,0.0,0.0
35.09370083333334,73.6730063888889,0.0414,0.0414,0.0414,0.0,0.0
35.092864444444444,73.52487972222222,0.0081,0.0081,0.0081,0.0,0.0
35.09158361111111,73.28543888888889,0.009,0.009,0.009,0.0,0.0
35.09489305555556,73.52830194444445,0.0153,0.0153,0.0153,0.0,0.0
35.101577500000005,73.91114722222223,0.0279,0.0279,0.0279,0.0,0.0
35.105353055555554,73.90987611111112,0.0099,0.0099,0.0099,0.0,0.0
35.107483333333334,73.92120416666667,0.0414,0.0414,0.0414,0.0,0.0
35.11015305555556,73.52056333333333,0.0108,0.0108,0.0108,0.0,0.0
35.1213325,74.14451500000001,0.0081,0.0081,0.0081,0.0,0.0
34.788402777777776,75.99445083333333,0.0657,0.0657,0.0657,0.0,0.0
36.24048277777778,73.95322694444445,0.0108,0.0108,0.0108,0.0,0.0
38.789566388888886,74.58945416666666,0.0054,0.0054,0.0054,0.0,0.0
